file;contesto;categoria;personaggi;mezzi;tag
character-genji-arakawa-worried.png;character genji arakawa worried;anime-scena;genji-arakawa;motorsport;anime-scena,genji-arakawa,motorsport,anime,manga,career
character-haru-senda with paper.png;character haru senda with paper;anime-scena;haru-senda;motorsport;anime-scena,haru-senda,motorsport,anime,manga,career
character-haru-senda.png;character haru senda;anime-scena;haru-senda;motorsport;anime-scena,haru-senda,motorsport,anime,manga,career
character-haru-senda-anxious-data.png;character haru senda anxious data;anime-scena;haru-senda;motorsport;anime-scena,haru-senda,motorsport,anime,manga,career
character-haru-senda-podium-elated.png;character haru senda podium elated;anime-scena;haru-senda;motorsport;anime-scena,haru-senda,motorsport,anime,manga,career
character-haru-senda-relieved-small-sponsor-kart-paddock.png;character haru senda relieved small sponsor kart paddock;kart;haru-senda;kart;kart,haru-senda,kart,anime,manga,career
character-miki-arisawa.png;character miki arisawa;anime-scena;pilota-team;motorsport;anime-scena,pilota-team,motorsport,anime,manga,career
character-miki-arisawa-rejection-composed.png;character miki arisawa rejection composed;anime-scena;pilota-team;motorsport;anime-scena,pilota-team,motorsport,anime,manga,career
character-miki-arisawa-sponsor-relieved.png;character miki arisawa sponsor relieved;anime-scena;pilota-team;motorsport;anime-scena,pilota-team,motorsport,anime,manga,career
character-miki-arisawa-sponsor-worried.png;character miki arisawa sponsor worried;anime-scena;pilota-team;motorsport;anime-scena,pilota-team,motorsport,anime,manga,career
character-minato-nakahara-touring-penalty.png;character minato nakahara touring penalty;touring-gt;pilota-team;touring-gt;touring-gt,pilota-team,touring-gt,anime,manga,career
character-minoru-nakahara.png;character minoru nakahara;anime-scena;pilota-team;motorsport;anime-scena,pilota-team,motorsport,anime,manga,career
character-noa-minazuki.png;character noa minazuki;anime-scena;pilota-team;motorsport;anime-scena,pilota-team,motorsport,anime,manga,career
character-noa-minazuki-gt-lead-excited.png;character noa minazuki gt lead excited;touring-gt;pilota-team;touring-gt;touring-gt,pilota-team,touring-gt,anime,manga,career
character-rei-kisaragi-concerned.png;character rei kisaragi concerned;anime-scena;rei-kisaragi;motorsport;anime-scena,rei-kisaragi,motorsport,anime,manga,career
character-rei-kisaragi-first-contract-cautious.png;character rei kisaragi first contract cautious;anime-scena;rei-kisaragi;motorsport;anime-scena,rei-kisaragi,motorsport,anime,manga,career
character-rei-kisaragi-relieved.png;character rei kisaragi relieved;anime-scena;rei-kisaragi;motorsport;anime-scena,rei-kisaragi,motorsport,anime,manga,career
character-rei-kisaragi-stern.png;character rei kisaragi stern;anime-scena;rei-kisaragi;motorsport;anime-scena,rei-kisaragi,motorsport,anime,manga,career
character-riku-hayase.png;character riku hayase;anime-scena;riku-hayase;motorsport;anime-scena,riku-hayase,motorsport,anime,manga,career
character-riku-hayase-angry.png;character riku hayase angry;anime-scena;riku-hayase;motorsport;anime-scena,riku-hayase,motorsport,anime,manga,career
character-riku-hayase-defeated.png;character riku hayase defeated;anime-scena;riku-hayase;motorsport;anime-scena,riku-hayase,motorsport,anime,manga,career
character-riku-hayase-formula-qualifying-smug.png;character riku hayase formula qualifying smug;formula;riku-hayase;formula-single-seater;formula,riku-hayase,formula-single-seater,anime,manga,career
character-riku-hayase-smug.png;character riku hayase smug;anime-scena;riku-hayase;motorsport;anime-scena,riku-hayase,motorsport,anime,manga,career
character-riku-hayase-taunting.png;character riku hayase taunting;anime-scena;riku-hayase;motorsport;anime-scena,riku-hayase,motorsport,anime,manga,career
character-shigeo-kanda.png;character shigeo kanda;anime-scena;pilota-team;motorsport;anime-scena,pilota-team,motorsport,anime,manga,career
character-shigeo-kanda-breakthrough-formula.png;character shigeo kanda breakthrough formula;formula;pilota-team;formula-single-seater;formula,pilota-team,formula-single-seater,anime,manga,career
decisione-calendario.png;decisione calendario;anime-scena;pilota-team;motorsport;anime-scena,pilota-team,motorsport,anime,manga,career
decisione-corri-o-salta.png;decisione corri o salta;anime-scena;pilota-team;motorsport;anime-scena,pilota-team,motorsport,anime,manga,career
haru-accordo-stretta-mano.png;haru accordo stretta mano;anime-scena;haru-senda;motorsport;anime-scena,haru-senda,motorsport,anime,manga,career
haru-accordo-stretta-mano-nuovo.png;haru accordo stretta mano nuovo;anime-scena;haru-senda;motorsport;anime-scena,haru-senda,motorsport,anime,manga,career
haru-rifiuto-porta.png;haru rifiuto porta;anime-scena;haru-senda;motorsport;anime-scena,haru-senda,motorsport,anime,manga,career
haru-sponsor-respinto-sulla-porta.png;haru sponsor respinto sulla porta;anime-scena;haru-senda;motorsport;anime-scena,haru-senda,motorsport,anime,manga,career
haru-sponsor-stretta-di-mano-si.png;haru sponsor stretta di mano si;anime-scena;haru-senda;motorsport;anime-scena,haru-senda,motorsport,anime,manga,career
haru-visita-assicurazioni.png;haru visita assicurazioni;anime-scena;haru-senda;motorsport;anime-scena,haru-senda,motorsport,anime,manga,career
haru-visita-ferramenta.png;haru visita ferramenta;anime-scena;haru-senda;motorsport;anime-scena,haru-senda,motorsport,anime,manga,career
haru-visita-fruttivendolo.png;haru visita fruttivendolo;anime-scena;haru-senda;motorsport;anime-scena,haru-senda,motorsport,anime,manga,career
haru-visit-agenzia-assicurativa-rifiuto.png;haru visit agenzia assicurativa rifiuto;anime-scena;haru-senda;motorsport;anime-scena,haru-senda,motorsport,anime,manga,career
haru-visita-gommista.png;haru visita gommista;anime-scena;haru-senda;motorsport;anime-scena,haru-senda,motorsport,anime,manga,career
haru-visita-officina.png;haru visita officina;anime-scena;haru-senda;motorsport;anime-scena,haru-senda,motorsport,anime,manga,career
haru-visita-ramen.png;haru visita ramen;anime-scena;haru-senda;motorsport;anime-scena,haru-senda,motorsport,anime,manga,career
haru-visita-sushi.png;haru visita sushi;anime-scena;haru-senda;motorsport;anime-scena,haru-senda,motorsport,anime,manga,career
haru-visit-ferramenta-sponsor.png;haru visit ferramenta sponsor;anime-scena;haru-senda;motorsport;anime-scena,haru-senda,motorsport,anime,manga,career
haru-visit-fruttivendolo-sponsor.png;haru visit fruttivendolo sponsor;anime-scena;haru-senda;motorsport;anime-scena,haru-senda,motorsport,anime,manga,career
haru-visit-gommista-sponsor.png;haru visit gommista sponsor;anime-scena;haru-senda;motorsport;anime-scena,haru-senda,motorsport,anime,manga,career
haru-visit-ramen-kizuna-sponsor.png;haru visit ramen kizuna sponsor;anime-scena;haru-senda;motorsport;anime-scena,haru-senda,motorsport,anime,manga,career
haru-visit-sushi-poke-sponsor.png;haru visit sushi poke sponsor;anime-scena;haru-senda;motorsport;anime-scena,haru-senda,motorsport,anime,manga,career
manga-01-rookie-dawn.png;manga 01 rookie dawn;anime-scena;pilota-team;motorsport;anime-scena,pilota-team,motorsport,anime,manga,career
manga-03-first-rival.png;manga 03 first rival;anime-scena;pilota-team;motorsport;anime-scena,pilota-team,motorsport,anime,manga,career
manga-04-first-setback.png;manga 04 first setback;anime-scena;pilota-team;motorsport;anime-scena,pilota-team,motorsport,anime,manga,career
manga-05-first-invitation.png;manga 05 first invitation;anime-scena;pilota-team;motorsport;anime-scena,pilota-team,motorsport,anime,manga,career
manga-06-first-contract.png;manga 06 first contract;anime-scena;pilota-team;motorsport;anime-scena,pilota-team,motorsport,anime,manga,career
manga-07-teammate-duel.png;manga 07 teammate duel;anime-scena;pilota-team;motorsport;anime-scena,pilota-team,motorsport,anime,manga,career
manga-08-financial-crisis.png;manga 08 financial crisis;anime-scena;pilota-team;motorsport;anime-scena,pilota-team,motorsport,anime,manga,career
manga-09-first-podium.png;manga 09 first podium;anime-scena;pilota-team;motorsport;anime-scena,pilota-team,motorsport,anime,manga,career
manga-10-first-victory.png;manga 10 first victory;anime-scena;pilota-team;motorsport;anime-scena,pilota-team,motorsport,anime,manga,career
manga-11-promotion.png;manga 11 promotion;anime-scena;pilota-team;motorsport;anime-scena,pilota-team,motorsport,anime,manga,career
manga-12-professional.png;manga 12 professional;anime-scena;pilota-team;motorsport;anime-scena,pilota-team,motorsport,anime,manga,career
manga-13-champion.png;manga 13 champion;anime-scena;pilota-team;motorsport;anime-scena,pilota-team,motorsport,anime,manga,career
manga-endurance-gt3-night-pitstop-rookie-strategy.png;manga endurance gt3 night pitstop rookie strategy;touring-gt;pilota-team;touring-gt;touring-gt,pilota-team,touring-gt,anime,manga,career
manga-endurance-prototype-engine-failure-night.png;manga endurance prototype engine failure night;endurance;pilota-team;endurance-prototype-gt;endurance,pilota-team,endurance-prototype-gt,anime,manga,career
manga-formula1-debutto-griglia.png;manga formula1 debutto griglia;formula;pilota-team;formula-single-seater;formula,pilota-team,formula-single-seater,anime,manga,career
manga-formula1-primo-podio.png;manga formula1 primo podio;formula;pilota-team;formula-single-seater;formula,pilota-team,formula-single-seater,anime,manga,career
manga-formula2-ultimo-gradino.png;manga formula2 ultimo gradino;formula;pilota-team;formula-single-seater;formula,pilota-team,formula-single-seater,anime,manga,career
manga-formula-junior-first-podium-rival.png;manga formula junior first podium rival;formula;pilota-team;formula-single-seater;formula,pilota-team,formula-single-seater,anime,manga,career
manga-formula-junior-new-team-garage-entry.png;manga formula junior new team garage entry;formula;pilota-team;formula-single-seater;formula,pilota-team,formula-single-seater,anime,manga,career
manga-formula-junior-recovery-night-telemetry.png;manga formula junior recovery night telemetry;formula;pilota-team;formula-single-seater;formula,pilota-team,formula-single-seater,anime,manga,career
manga-formula-suzuka-rain-esses-late-braking-rival.png;manga formula suzuka rain esses late braking rival;formula;pilota-team;formula-single-seater;formula,pilota-team,formula-single-seater,anime,manga,career
manga-gt3-endurance-japan-dawn-second-place-team.png;manga gt3 endurance japan dawn second place team;touring-gt;pilota-team;touring-gt;touring-gt,pilota-team,touring-gt,anime,manga,career
manga-gt3-endurance-victory-dawn-team.png;manga gt3 endurance victory dawn team;touring-gt;pilota-team;touring-gt;touring-gt,pilota-team,touring-gt,anime,manga,career
manga-gt3-first-test-japan-paddock.png;manga gt3 first test japan paddock;touring-gt;pilota-team;touring-gt;touring-gt,pilota-team,touring-gt,anime,manga,career
manga-gt3-night-pitstop-strategy-rain.png;manga gt3 night pitstop strategy rain;touring-gt;pilota-team;touring-gt;touring-gt,pilota-team,touring-gt,anime,manga,career
manga-japan-freeroam-transfer-team-van-kart-dawn.png;manga japan freeroam transfer team van kart dawn;kart;pilota-team;kart;kart,pilota-team,kart,anime,manga,career
manga-kart-first-race-riku-monami-first-corner.png;manga kart first race riku monami first corner;kart;riku-hayase;kart;kart,riku-hayase,kart,anime,manga,career
manga-kart-first-rain-test-repaired-chassis.png;manga kart first rain test repaired chassis;kart;pilota-team;kart;kart,pilota-team,kart,anime,manga,career
manga-kart-first-sponsor-agreement-celebration.png;manga kart first sponsor agreement celebration;kart;pilota-team;kart;kart,pilota-team,kart,anime,manga,career
manga-kart-first-sponsor-agreement-local-workshop.png;manga kart first sponsor agreement local workshop;kart;pilota-team;kart;kart,pilota-team,kart,anime,manga,career
manga-kart-first-team-choice-rei-nobu-genji-paddock.png;manga kart first team choice rei nobu genji paddock;kart;rei-kisaragi;kart;kart,rei-kisaragi,kart,anime,manga,career
manga-kart-first-track-test-genji-timing-dawn.png;manga kart first track test genji timing dawn;kart;genji-arakawa;kart;kart,genji-arakawa,kart,anime,manga,career
manga-kart-scrapyard-four-stroke-generator-first-test.png;manga kart scrapyard four stroke generator first test;kart;pilota-team;kart;kart,pilota-team,kart,anime,manga,career
manga-miki-tokyo-gt4-sponsor-budget-negotiation.png;manga miki tokyo gt4 sponsor budget negotiation;touring-gt;pilota-team;touring-gt;touring-gt,pilota-team,touring-gt,anime,manga,career
manga-monami-formula4-suzuka-first-test-determined.png;manga monami formula4 suzuka first test determined;formula;pilota-team;formula-single-seater;formula,pilota-team,formula-single-seater,anime,manga,career
manga-monami-kart-local-victory-celebration.png;manga monami kart local victory celebration;kart;pilota-team;kart;kart,pilota-team,kart,anime,manga,career
manga-night-garage.png;manga night garage;anime-scena;pilota-team;motorsport;anime-scena,pilota-team,motorsport,anime,manga,career
manga-nobu-osaka-kart-sponsor-autoparts-negotiation.png;manga nobu osaka kart sponsor autoparts negotiation;kart;pilota-team;kart;kart,pilota-team,kart,anime,manga,career
manga-nobu-sponsor-rejection-kart-budget-rain.png;manga nobu sponsor rejection kart budget rain;kart;pilota-team;kart;kart,pilota-team,kart,anime,manga,career
manga-rei-suzuka-formula4-practice-crash-frustrated.png;manga rei suzuka formula4 practice crash frustrated;formula;rei-kisaragi;formula-single-seater;formula,rei-kisaragi,formula-single-seater,anime,manga,career
manga-rival-grid.png;manga rival grid;anime-scena;pilota-team;motorsport;anime-scena,pilota-team,motorsport,anime,manga,career
manga-shigeru-motegi-formula3-night-qualifying-coaching.png;manga shigeru motegi formula3 night qualifying coaching;formula;pilota-team;formula-single-seater;formula,pilota-team,formula-single-seater,anime,manga,career
manga-sponsor-meeting-kart-budget-office.png;manga sponsor meeting kart budget office;kart;pilota-team;kart;kart,pilota-team,kart,anime,manga,career
manga-sponsor-table.png;manga sponsor table;anime-scena;pilota-team;motorsport;anime-scena,pilota-team,motorsport,anime,manga,career
manga-team-entry-formula-junior-garage.png;manga team entry formula junior garage;formula;pilota-team;formula-single-seater;formula,pilota-team,formula-single-seater,anime,manga,career
manga-touring-first-race-grid-rookie.png;manga touring first race grid rookie;touring-gt;pilota-team;touring-gt;touring-gt,pilota-team,touring-gt,anime,manga,career
manga-touring-fuji-rain-first-corner-riku-duel.png;manga touring fuji rain first corner riku duel;touring-gt;riku-hayase;touring-gt;touring-gt,riku-hayase,touring-gt,anime,manga,career
manga-touring-fuji-rain-haru-telemetry-garage.png;manga touring fuji rain haru telemetry garage;touring-gt;haru-senda;touring-gt;touring-gt,haru-senda,touring-gt,anime,manga,career
manga-touring-missed-victory-puncture-rain.png;manga touring missed victory puncture rain;touring-gt;pilota-team;touring-gt;touring-gt,pilota-team,touring-gt,anime,manga,career
ui-icons/oggi-test.png;icona oggi prova cronometrata;interfaccia;nessuno;strumentazione;ui,oggi,test,prova,cronometro
ui-icons/oggi-gara.png;icona oggi gara singola;interfaccia;nessuno;vettura-generica;ui,oggi,gara,bandiera
ui-icons/oggi-campionato.png;icona oggi round di campionato;interfaccia;nessuno;trofeo;ui,oggi,campionato,trofeo
ui-icons/oggi-allenamento.png;icona oggi allenamento e recupero;interfaccia;pilota;nessuno;ui,oggi,allenamento,fitness
ui-icons/oggi-sponsor.png;icona oggi ricerca sponsor;interfaccia;haru-senda;nessuno;ui,oggi,sponsor,accordo
ui-icons/oggi-social.png;icona oggi social e pubbliche relazioni;interfaccia;pilota-amici;smartphone;ui,oggi,social,influencer
ui-icons/oggi-mercato.png;icona oggi mercato e trattative;interfaccia;pilota-team;nessuno;ui,oggi,mercato,contratto
ui-icons/oggi-trasferimento.png;icona oggi trasferimento;interfaccia;pilota-team;auto-stradale;ui,oggi,trasferimento,viaggio
ui-icons/oggi-calendario.png;icona oggi giornata di preparazione;interfaccia;nessuno;calendario;ui,oggi,calendario,preparazione
